"REF_DATE","GEO","DGUID","Level of study","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2014/2015","Manitoba","2016A000246","Canadian undergraduate","Dollars","81","units ","0","v96320880","8.1","3857","","","","0"
"2014/2015","Manitoba","2016A000246","Canadian graduate","Dollars","81","units ","0","v96320881","8.2","4468","","","","0"
"2014/2015","Manitoba","2016A000246","International undergraduate","Dollars","81","units ","0","v96320882","8.3","12995","","","","0"
"2014/2015","Manitoba","2016A000246","International graduate","Dollars","81","units ","0","v96320883","8.4","8877","","","","0"
"2014/2015","Saskatchewan","2016A000247","Canadian undergraduate","Dollars","81","units ","0","v96320884","9.1","6693","","","","0"
"2014/2015","Saskatchewan","2016A000247","Canadian graduate","Dollars","81","units ","0","v96320885","9.2","3758","","","","0"
"2014/2015","Saskatchewan","2016A000247","International undergraduate","Dollars","81","units ","0","v96320886","9.3","17371","","","","0"
"2014/2015","Saskatchewan","2016A000247","International graduate","Dollars","81","units ","0","v96320887","9.4","5212","","","","0"
"2014/2015","Alberta","2016A000248","Canadian undergraduate","Dollars","81","units ","0","v96320888","10.1","5738","","","","0"
"2014/2015","Alberta","2016A000248","Canadian graduate","Dollars","81","units ","0","v96320889","10.2","5715","","","","0"
"2014/2015","Alberta","2016A000248","International undergraduate","Dollars","81","units ","0","v96320890","10.3","19826","","","","0"
"2014/2015","Alberta","2016A000248","International graduate","Dollars","81","units ","0","v96320891","10.4","9748","","","","0"
"2014/2015","British Columbia","2016A000259","Canadian undergraduate","Dollars","81","units ","0","v96320892","11.1","5201","","","","0"
"2014/2015","British Columbia","2016A000259","Canadian graduate","Dollars","81","units ","0","v96320893","11.2","7648","","","","0"
"2014/2015","British Columbia","2016A000259","International undergraduate","Dollars","81","units ","0","v96320894","11.3","18950","","","","0"
"2014/2015","British Columbia","2016A000259","International graduate","Dollars","81","units ","0","v96320895","11.4","11869","","","","0"
"2015/2016","Canada","2016A000011124","Canadian undergraduate","Dollars","81","units ","0","v96320852","1.1","6201","","","","0"
"2015/2016","Canada","2016A000011124","Canadian graduate","Dollars","81","units ","0","v96320853","1.2","6537","","","","0"
"2015/2016","Canada","2016A000011124","International undergraduate","Dollars","81","units ","0","v96320854","1.3","22346","","","","0"
"2015/2016","Canada","2016A000011124","International graduate","Dollars","81","units ","0","v96320855","1.4","14520","","","","0"
"2015/2016","Newfoundland and Labrador","2016A000210","Canadian undergraduate","Dollars","81","units ","0","v96320856","2.1","2759","","","","0"
"2015/2016","Newfoundland and Labrador","2016A000210","Canadian graduate","Dollars","81","units ","0","v96320857","2.2","2475","","","","0"
"2015/2016","Newfoundland and Labrador","2016A000210","International undergraduate","Dollars","81","units ","0","v96320858","2.3","9360","","","","0"
"2015/2016","Newfoundland and Labrador","2016A000210","International graduate","Dollars","81","units ","0","v96320859","2.4","2810","","","","0"
"2015/2016","Prince Edward Island","2016A000211","Canadian undergraduate","Dollars","81","units ","0","v96320860","3.1","6130","","","","0"
"2015/2016","Prince Edward Island","2016A000211","Canadian graduate","Dollars","81","units ","0","v96320861","3.2","4887","","","","0"
"2015/2016","Prince Edward Island","2016A000211","International undergraduate","Dollars","81","units ","0","v96320862","3.3","22146","","","","0"
"2015/2016","Prince Edward Island","2016A000211","International graduate","Dollars","81","units ","0","v96320863","3.4","10586","","","","0"
"2015/2016","Nova Scotia","2016A000212","Canadian undergraduate","Dollars","81","units ","0","v96320864","4.1","6834","","","","0"
"2015/2016","Nova Scotia","2016A000212","Canadian graduate","Dollars","81","units ","0","v96320865","4.2","8439","","","","0"
"2015/2016","Nova Scotia","2016A000212","International undergraduate","Dollars","81","units ","0","v96320866","4.3","14705","","","","0"
"2015/2016","Nova Scotia","2016A000212","International graduate","Dollars","81","units ","0","v96320867","4.4","16601","","","","0"
"2015/2016","New Brunswick","2016A000213","Canadian undergraduate","Dollars","81","units ","0","v96320868","5.1","6379","","","","0"
"2015/2016","New Brunswick","2016A000213","Canadian graduate","Dollars","81","units ","0","v96320869","5.2","5737","","","","0"
"2015/2016","New Brunswick","2016A000213","International undergraduate","Dollars","81","units ","0","v96320870","5.3","13125","","","","0"
"2015/2016","New Brunswick","2016A000213","International graduate","Dollars","81","units ","0","v96320871","5.4","10432","","","","0"
"2015/2016","Quebec","2016A000224","Canadian undergraduate","Dollars","81","units ","0","v96320872","6.1","2797","","","","0"
"2015/2016","Quebec","2016A000224","Canadian graduate","Dollars","81","units ","0","v96320873","6.2","2850","","","","0"
"2015/2016","Quebec","2016A000224","International undergraduate","Dollars","81","units ","0","v96320874","6.3","20269","","","","0"
"2015/2016","Quebec","2016A000224","International graduate","Dollars","81","units ","0","v96320875","6.4","14330","","","","0"
"2015/2016","Ontario","2016A000235","Canadian undergraduate","Dollars","81","units ","0","v96320876","7.1","7865","","","","0"
"2015/2016","Ontario","2016A000235","Canadian graduate","Dollars","81","units ","0","v96320877","7.2","9175","","","","0"
"2015/2016","Ontario","2016A000235","International undergraduate","Dollars","81","units ","0","v96320878","7.3","27627","","","","0"
"2015/2016","Ontario","2016A000235","International graduate","Dollars","81","units ","0","v96320879","7.4","19928","","","","0"
"2015/2016","Manitoba","2016A000246","Canadian undergraduate","Dollars","81","units ","0","v96320880","8.1","4013","","","","0"
"2015/2016","Manitoba","2016A000246","Canadian graduate","Dollars","81","units ","0","v96320881","8.2","4594","","","","0"
"2015/2016","Manitoba","2016A000246","International undergraduate","Dollars","81","units ","0","v96320882","8.3","14385","","","","0"
"2015/2016","Manitoba","2016A000246","International graduate","Dollars","81","units ","0","v96320883","8.4","10032","","","","0"
"2015/2016","Saskatchewan","2016A000247","Canadian undergraduate","Dollars","81","units ","0","v96320884","9.1","6978","","","","0"
"2015/2016","Saskatchewan","2016A000247","Canadian graduate","Dollars","81","units ","0","v96320885","9.2","3788","","","","0"
"2015/2016","Saskatchewan","2016A000247","International undergraduate","Dollars","81","units ","0","v96320886","9.3","18096","","","","0"
"2015/2016","Saskatchewan","2016A000247","International graduate","Dollars","81","units ","0","v96320887","9.4","5513","","","","0"
"2015/2016","Alberta","2016A000248","Canadian undergraduate","Dollars","81","units ","0","v96320888","10.1","5739","","","","0"
"2015/2016","Alberta","2016A000248","Canadian graduate","Dollars","81","units ","0","v96320889","10.2","5615","","","","0"
"2015/2016","Alberta","2016A000248","International undergraduate","Dollars","81","units ","0","v96320890","10.3","20412","","","","0"
"2015/2016","Alberta","2016A000248","International graduate","Dollars","81","units ","0","v96320891","10.4","8993","","","","0"
"2015/2016","British Columbia","2016A000259","Canadian undergraduate","Dollars","81","units ","0","v96320892","11.1","5397","","","","0"
"2015/2016","British Columbia","2016A000259","Canadian graduate","Dollars","81","units ","0","v96320893","11.2","8262","","","","0"
"2015/2016","British Columbia","2016A000259","International undergraduate","Dollars","81","units ","0","v96320894","11.3","20485","","","","0"
"2015/2016","British Columbia","2016A000259","International graduate","Dollars","81","units ","0","v96320895","11.4","12877","","","","0"
"2016/2017","Canada","2016A000011124","Canadian undergraduate","Dollars","81","units ","0","v96320852","1.1","6375","","","","0"
"2016/2017","Canada","2016A000011124","Canadian graduate","Dollars","81","units ","0","v96320853","1.2","6784","","","","0"
"2016/2017","Canada","2016A000011124","International undergraduate","Dollars","81","units ","0","v96320854","1.3","23677","","","","0"
"2016/2017","Canada","2016A000011124","International graduate","Dollars","81","units ","0","v96320855","1.4","15422","","","","0"
"2016/2017","Newfoundland and Labrador","2016A000210","Canadian undergraduate","Dollars","81","units ","0","v96320856","2.1","2752","","","","0"
"2016/2017","Newfoundland and Labrador","2016A000210","Canadian graduate","Dollars","81","units ","0","v96320857","2.2","2752","","","","0"
"2016/2017","Newfoundland and Labrador","2016A000210","International undergraduate","Dollars","81","units ","0","v96320858","2.3","9321","","","","0"
"2016/2017","Newfoundland and Labrador","2016A000210","International graduate","Dollars","81","units ","0","v96320859","2.4","3174","","","","0"
"2016/2017","Prince Edward Island","2016A000211","Canadian undergraduate","Dollars","81","units ","0","v96320860","3.1","6310","","","","0"
"2016/2017","Prince Edward Island","2016A000211","Canadian graduate","Dollars","81","units ","0","v96320861","3.2","5122","","","","0"
"2016/2017","Prince Edward Island","2016A000211","International undergraduate","Dollars","81","units ","0","v96320862","3.3","21897","","","","0"
"2016/2017","Prince Edward Island","2016A000211","International graduate","Dollars","81","units ","0","v96320863","3.4","11218","","","","0"
"2016/2017","Nova Scotia","2016A000212","Canadian undergraduate","Dollars","81","units ","0","v96320864","4.1","7322","","","","0"
"2016/2017","Nova Scotia","2016A000212","Canadian graduate","Dollars","81","units ","0","v96320865","4.2","8617","","","","0"
"2016/2017","Nova Scotia","2016A000212","International undergraduate","Dollars","81","units ","0","v96320866","4.3","15747","","","","0"
"2016/2017","Nova Scotia","2016A000212","International graduate","Dollars","81","units ","0","v96320867","4.4","17662","","","","0"
"2016/2017","New Brunswick","2016A000213","Canadian undergraduate","Dollars","81","units ","0","v96320868","5.1","6714","","","","0"
"2016/2017","New Brunswick","2016A000213","Canadian graduate","Dollars","81","units ","0","v96320869","5.2","5953","","","","0"
"2016/2017","New Brunswick","2016A000213","International undergraduate","Dollars","81","units ","0","v96320870","5.3","13669","","","","0"
"2016/2017","New Brunswick","2016A000213","International graduate","Dollars","81","units ","0","v96320871","5.4","10975","","","","0"
"2016/2017","Quebec","2016A000224","Canadian undergraduate","Dollars","81","units ","0","v96320872","6.1","2817","","","","0"
"2016/2017","Quebec","2016A000224","Canadian graduate","Dollars","81","units ","0","v96320873","6.2","2904","","","","0"
"2016/2017","Quebec","2016A000224","International undergraduate","Dollars","81","units ","0","v96320874","6.3","20576","","","","0"
"2016/2017","Quebec","2016A000224","International graduate","Dollars","81","units ","0","v96320875","6.4","14555","","","","0"
"2016/2017","Ontario","2016A000235","Canadian undergraduate","Dollars","81","units ","0","v96320876","7.1","8154","","","","0"
"2016/2017","Ontario","2016A000235","Canadian graduate","Dollars","81","units ","0","v96320877","7.2","9719","","","","0"
"2016/2017","Ontario","2016A000235","International undergraduate","Dollars","81","units ","0","v96320878","7.3","29921","","","","0"
"2016/2017","Ontario","2016A000235","International graduate","Dollars","81","units ","0","v96320879","7.4","21263","","","","0"
"2016/2017","Manitoba","2016A000246","Canadian undergraduate","Dollars","81","units ","0","v96320880","8.1","4099","","","","0"
"2016/2017","Manitoba","2016A000246","Canadian graduate","Dollars","81","units ","0","v96320881","8.2","4651","","","","0"
"2016/2017","Manitoba","2016A000246","International undergraduate","Dollars","81","units ","0","v96320882","8.3","14550","","","","0"
"2016/2017","Manitoba","2016A000246","International graduate","Dollars","81","units ","0","v96320883","8.4","10149","","","","0"
"2016/2017","Saskatchewan","2016A000247","Canadian undergraduate","Dollars","81","units ","0","v96320884","9.1","7042","","","","0"
"2016/2017","Saskatchewan","2016A000247","Canadian graduate","Dollars","81","units ","0","v96320885","9.2","3864","","","","0"
"2016/2017","Saskatchewan","2016A000247","International undergraduate","Dollars","81","units ","0","v96320886","9.3","18671","","","","0"
"2016/2017","Saskatchewan","2016A000247","International graduate","Dollars","81","units ","0","v96320887","9.4","5807","","","","0"
"2016/2017","Alberta","2016A000248","Canadian undergraduate","Dollars","81","units ","0","v96320888","10.1","5742","","","","0"
"2016/2017","Alberta","2016A000248","Canadian graduate","Dollars","81","units ","0","v96320889","10.2","5655","","","","0"
"2016/2017","Alberta","2016A000248","International undergraduate","Dollars","81","units ","0","v96320890","10.3","20601","","","","0"
"2016/2017","Alberta","2016A000248","International graduate","Dollars","81","units ","0","v96320891","10.4","9127","","","","0"
"2016/2017","British Columbia","2016A000259","Canadian undergraduate","Dollars","81","units ","0","v96320892","11.1","5523","","","","0"
"2016/2017","British Columbia","2016A000259","Canadian graduate","Dollars","81","units ","0","v96320893","11.2","8250","","","","0"
"2016/2017","British Columbia","2016A000259","International undergraduate","Dollars","81","units ","0","v96320894","11.3","21761","","","","0"
"2016/2017","British Columbia","2016A000259","International graduate","Dollars","81","units ","0","v96320895","11.4","14824","","","","0"
"2017/2018","Canada","2016A000011124","Canadian undergraduate","Dollars","81","units ","0","v96320852","1.1","6618","","","","0"
"2017/2018","Canada","2016A000011124","Canadian graduate","Dollars","81","units ","0","v96320853","1.2","6920","","","","0"
"2017/2018","Canada","2016A000011124","International undergraduate","Dollars","81","units ","0","v96320854","1.3","25549","","","","0"
"2017/2018","Canada","2016A000011124","International graduate","Dollars","81","units ","0","v96320855","1.4","16326","","","","0"
"2017/2018","Newfoundland and Labrador","2016A000210","Canadian undergraduate","Dollars","81","units ","0","v96320856","2.1","2821","","","","0"
"2017/2018","Newfoundland and Labrador","2016A000210","Canadian graduate","Dollars","81","units ","0","v96320857","2.2","2776","","","","0"
"2017/2018","Newfoundland and Labrador","2016A000210","International undergraduate","Dollars","81","units ","0","v96320858","2.3","9241","","","","0"
"2017/2018","Newfoundland and Labrador","2016A000210","International graduate","Dollars","81","units ","0","v96320859","2.4","3179","","","","0"
"2017/2018","Prince Edward Island","2016A000211","Canadian undergraduate","Dollars","81","units ","0","v96320860","3.1","6485","","","","0"
"2017/2018","Prince Edward Island","2016A000211","Canadian graduate","Dollars","81","units ","0","v96320861","3.2","4918","","","","0"
"2017/2018","Prince Edward Island","2016A000211","International undergraduate","Dollars","81","units ","0","v96320862","3.3","21184","","","","0"
"2017/2018","Prince Edward Island","2016A000211","International graduate","Dollars","81","units ","0","v96320863","3.4","11779","","","","0"
"2017/2018","Nova Scotia","2016A000212","Canadian undergraduate","Dollars","81","units ","0","v96320864","4.1","7718","","","","0"
"2017/2018","Nova Scotia","2016A000212","Canadian graduate","Dollars","81","units ","0","v96320865","4.2","8955","","","","0"
"2017/2018","Nova Scotia","2016A000212","International undergraduate","Dollars","81","units ","0","v96320866","4.3","16717","","","","0"
"2017/2018","Nova Scotia","2016A000212","International graduate","Dollars","81","units ","0","v96320867","4.4","18348","","","","0"
"2017/2018","New Brunswick","2016A000213","Canadian undergraduate","Dollars","81","units ","0","v96320868","5.1","6908","","","","0"
"2017/2018","New Brunswick","2016A000213","Canadian graduate","Dollars","81","units ","0","v96320869","5.2","6089","","","","0"
"2017/2018","New Brunswick","2016A000213","International undergraduate","Dollars","81","units ","0","v96320870","5.3","13872","","","","0"
"2017/2018","New Brunswick","2016A000213","International graduate","Dollars","81","units ","0","v96320871","5.4","11245","","","","0"
"2017/2018","Quebec","2016A000224","Canadian undergraduate","Dollars","81","units ","0","v96320872","6.1","2880","","","","0"
"2017/2018","Quebec","2016A000224","Canadian graduate","Dollars","81","units ","0","v96320873","6.2","2976","","","","0"
"2017/2018","Quebec","2016A000224","International undergraduate","Dollars","81","units ","0","v96320874","6.3","21182","","","","0"
"2017/2018","Quebec","2016A000224","International graduate","Dollars","81","units ","0","v96320875","6.4","14956","","","","0"
"2017/2018","Ontario","2016A000235","Canadian undergraduate","Dollars","81","units ","0","v96320876","7.1","8519","","","","0"
"2017/2018","Ontario","2016A000235","Canadian graduate","Dollars","81","units ","0","v96320877","7.2","9785","","","","0"
"2017/2018","Ontario","2016A000235","International undergraduate","Dollars","81","units ","0","v96320878","7.3","32380","","","","0"
"2017/2018","Ontario","2016A000235","International graduate","Dollars","81","units ","0","v96320879","7.4","22226","","","","0"
"2017/2018","Manitoba","2016A000246","Canadian undergraduate","Dollars","81","units ","0","v96320880","8.1","4227","","","","0"
"2017/2018","Manitoba","2016A000246","Canadian graduate","Dollars","81","units ","0","v96320881","8.2","4780","","","","0"
"2017/2018","Manitoba","2016A000246","International undergraduate","Dollars","81","units ","0","v96320882","8.3","14616","","","","0"
"2017/2018","Manitoba","2016A000246","International graduate","Dollars","81","units ","0","v96320883","8.4","10315","","","","0"
"2017/2018","Saskatchewan","2016A000247","Canadian undergraduate","Dollars","81","units ","0","v96320884","9.1","7257","","","","0"
"2017/2018","Saskatchewan","2016A000247","Canadian graduate","Dollars","81","units ","0","v96320885","9.2","3527","","","","0"
"2017/2018","Saskatchewan","2016A000247","International undergraduate","Dollars","81","units ","0","v96320886","9.3","19176","","","","0"
"2017/2018","Saskatchewan","2016A000247","International graduate","Dollars","81","units ","0","v96320887","9.4","5615","","","","0"
"2017/2018","Alberta","2016A000248","Canadian undergraduate","Dollars","81","units ","0","v96320888","10.1","5736","","","","0"
"2017/2018","Alberta","2016A000248","Canadian graduate","Dollars","81","units ","0","v96320889","10.2","5745","","","","0"
"2017/2018","Alberta","2016A000248","International undergraduate","Dollars","81","units ","0","v96320890","10.3","21043","","","","0"
"2017/2018","Alberta","2016A000248","International graduate","Dollars","81","units ","0","v96320891","10.4","11655","","","","0"
"2017/2018","British Columbia","2016A000259","Canadian undergraduate","Dollars","81","units ","0","v96320892","11.1","5669","","","","0"
"2017/2018","British Columbia","2016A000259","Canadian graduate","Dollars","81","units ","0","v96320893","11.2","8557","","","","0"
"2017/2018","British Columbia","2016A000259","International undergraduate","Dollars","81","units ","0","v96320894","11.3","24261","","","","0"
"2017/2018","British Columbia","2016A000259","International graduate","Dollars","81","units ","0","v96320895","11.4","16186","","","","0"
"2018/2019","Canada","2016A000011124","Canadian undergraduate","Dollars","81","units ","0","v96320852","1.1","6838","","","","0"
"2018/2019","Canada","2016A000011124","Canadian graduate","Dollars","81","units ","0","v96320853","1.2","7086","","","","0"
"2018/2019","Canada","2016A000011124","International undergraduate","Dollars","81","units ","0","v96320854","1.3","27159","","","","0"
"2018/2019","Canada","2016A000011124","International graduate","Dollars","81","units ","0","v96320855","1.4","16497","","","","0"
"2018/2019","Newfoundland and Labrador","2016A000210","Canadian undergraduate","Dollars","81","units ","0","v96320856","2.1","2885","","","","0"
"2018/2019","Newfoundland and Labrador","2016A000210","Canadian graduate","Dollars","81","units ","0","v96320857","2.2","2776","","","","0"
"2018/2019","Newfoundland and Labrador","2016A000210","International undergraduate","Dollars","81","units ","0","v96320858","2.3","12035","","","","0"
"2018/2019","Newfoundland and Labrador","2016A000210","International graduate","Dollars","81","units ","0","v96320859","2.4","4087","","","","0"
"2018/2019","Prince Edward Island","2016A000211","Canadian undergraduate","Dollars","81","units ","0","v96320860","3.1","6614","","","","0"
"2018/2019","Prince Edward Island","2016A000211","Canadian graduate","Dollars","81","units ","0","v96320861","3.2","4879","","","","0"
"2018/2019","Prince Edward Island","2016A000211","International undergraduate","Dollars","81","units ","0","v96320862","3.3","21525","","","","0"
"2018/2019","Prince Edward Island","2016A000211","International graduate","Dollars","81","units ","0","v96320863","3.4","11905","","","","0"
"2018/2019","Nova Scotia","2016A000212","Canadian undergraduate","Dollars","81","units ","0","v96320864","4.1","8153","","","","0"
"2018/2019","Nova Scotia","2016A000212","Canadian graduate","Dollars","81","units ","0","v96320865","4.2","9245","","","","0"
"2018/2019","Nova Scotia","2016A000212","International undergraduate","Dollars","81","units ","0","v96320866","4.3","17662","","","","0"
"2018/2019","Nova Scotia","2016A000212","International graduate","Dollars","81","units ","0","v96320867","4.4","18907","","","","0"
"2018/2019","New Brunswick","2016A000213","Canadian undergraduate","Dollars","81","units ","0","v96320868","5.1","7108","","","","0"
"2018/2019","New Brunswick","2016A000213","Canadian graduate","Dollars","81","units ","0","v96320869","5.2","6229","","","","0"
"2018/2019","New Brunswick","2016A000213","International undergraduate","Dollars","81","units ","0","v96320870","5.3","14290","","","","0"
"2018/2019","New Brunswick","2016A000213","International graduate","Dollars","81","units ","0","v96320871","5.4","11593","","","","0"
"2018/2019","Quebec","2016A000224","Canadian undergraduate","Dollars","81","units ","0","v96320872","6.1","2961","","","","0"
"2018/2019","Quebec","2016A000224","Canadian graduate","Dollars","81","units ","0","v96320873","6.2","3060","","","","0"
"2018/2019","Quebec","2016A000224","International undergraduate","Dollars","81","units ","0","v96320874","6.3","21857","","","","0"
"2018/2019","Quebec","2016A000224","International graduate","Dollars","81","units ","0","v96320875","6.4","15392","","","","0"
"2018/2019","Ontario","2016A000235","Canadian undergraduate","Dollars","81","units ","0","v96320876","7.1","8838","","","","0"
"2018/2019","Ontario","2016A000235","Canadian graduate","Dollars","81","units ","0","v96320877","7.2","10028","","","","0"
"2018/2019","Ontario","2016A000235","International undergraduate","Dollars","81","units ","0","v96320878","7.3","34961","","","","0"
"2018/2019","Ontario","2016A000235","International graduate","Dollars","81","units ","0","v96320879","7.4","21686","","","","0"
"2018/2019","Manitoba","2016A000246","Canadian undergraduate","Dollars","81","units ","0","v96320880","8.1","4501","","","","0"
"2018/2019","Manitoba","2016A000246","Canadian graduate","Dollars","81","units ","0","v96320881","8.2","5093","","","","0"
"2018/2019","Manitoba","2016A000246","International undergraduate","Dollars","81","units ","0","v96320882","8.3","15582","","","","0"
"2018/2019","Manitoba","2016A000246","International graduate","Dollars","81","units ","0","v96320883","8.4","10995","","","","0"
"2018/2019","Saskatchewan","2016A000247","Canadian undergraduate","Dollars","81","units ","0","v96320884","9.1","7522","","","","0"
"2018/2019","Saskatchewan","2016A000247","Canadian graduate","Dollars","81","units ","0","v96320885","9.2","3725","","","","0"
"2018/2019","Saskatchewan","2016A000247","International undergraduate","Dollars","81","units ","0","v96320886","9.3","20211","","","","0"
"2018/2019","Saskatchewan","2016A000247","International graduate","Dollars","81","units ","0","v96320887","9.4","6032","","","","0"
"2018/2019","Alberta","2016A000248","Canadian undergraduate","Dollars","81","units ","0","v96320888","10.1","5744","","","","0"
"2018/2019","Alberta","2016A000248","Canadian graduate","Dollars","81","units ","0","v96320889","10.2","5745","","","","0"
"2018/2019","Alberta","2016A000248","International undergraduate","Dollars","81","units ","0","v96320890","10.3","21548","","","","0"
"2018/2019","Alberta","2016A000248","International graduate","Dollars","81","units ","0","v96320891","10.4","11804","","","","0"
"2018/2019","British Columbia","2016A000259","Canadian undergraduate","Dollars","81","units ","0","v96320892","11.1","5782","","","","0"
"2018/2019","British Columbia","2016A000259","Canadian graduate","Dollars","81","units ","0","v96320893","11.2","8728","","","","0"
"2018/2019","British Columbia","2016A000259","International undergraduate","Dollars","81","units ","0","v96320894","11.3","25472","","","","0"
"2018/2019","British Columbia","2016A000259","International graduate","Dollars","81","units ","0","v96320895","11.4","16988","","","","0"
